1876.757833 5304.962111 1218.160571 595.7680622 973.5089449
1813.601267 5244.817512 1195.355474 589.3230347 961.0277712
1897.213956 5382.277937 1214.174137 613.6752951 967.0337998
1907.026184 5495.190875 1195.154311 593.547509 969.528282
1828.903034 5275.492185 1205.634754 590.877552 969.5907366
1847.06393 5299.345476 1198.522121 596.2469828 967.3381522
1816.996988 5255.02871 1199.249023 589.6857313 960.8058908
1855.386842 5285.343653 1194.095023 595.5902949 973.9897942
1852.426123 5359.417959 1199.20816 600.3272094 971.9963419
1879.650872 5294.276348 1204.543109 588.6820525 981.7754099
1848.272671 5349.219313 1208.142383 597.0357141 963.0173847
1887.161828 5427.765603 1194.627177 588.6003963 963.981878
1910.285878 5477.936736 1236.630023 601.9239948 992.0721599
1847.410632 5249.99694 1204.178662 589.7095989 969.2649644
1857.952142 5266.776073 1218.537722 599.140266 972.173999
1880.035066 5269.356374 1211.678874 595.5826236 978.1132596
1853.235258 5252.225047 1204.065689 590.4207215 977.3928924
1841.940384 5287.861241 1211.038392 589.0904152 969.239297
1914.713017 5481.827433 1226.960166 611.078909 975.1848472
1857.105898 5373.544692 1200.977548 603.4323279 977.5336459
1877.095096 5339.562917 1224.394492 597.7717009 975.8162821
1868.060552 5298.300305 1216.507339 604.2617141 971.5859584
1896.608319 5362.961033 1205.91846 614.9819832 975.192385
1852.895287 5252.700076 1205.110818 592.0839545 967.0513785
1837.947731 5301.772513 1199.144105 591.9245737 962.1645
1912.635318 5415.565789 1236.756425 588.03497 998.1905244
1812.799626 5239.685198 1194.415997 588.5631669 959.7047976
1828.286562 5277.241376 1203.011468 590.3104753 967.6534359
1855.392271 5370.5825 1207.622475 601.1598626 977.5321204
1856.849344 5335.399257 1214.864146 588.8128697 967.3943913
1833.754931 5281.345085 1208.777438 595.8424956 968.8938613
1910.746767 5322.012219 1219.14692 618.6254101 1004.869071
1897.425948 5249.745733 1240.261306 604.7830523 987.3443498
1856.125797 5371.739797 1200.309854 590.2001739 965.1096023
1898.245858 5442.223991 1210.679693 598.4788414 970.139022
1899.732591 5470.190006 1245.41035 593.4355063 959.0138245
1899.108639 5409.633004 1218.034074 614.00678 999.1547003
1851.180313 5358.41178 1208.826727 595.8017061 977.3187267
1879.368215 5322.661243 1203.525251 603.0074292 986.5866435
1816.683518 5260.462151 1195.664534 589.2012945 962.5442698
1853.808867 5291.519484 1197.455769 591.6670334 971.0425877
1815.230854 5257.499754 1194.572771 589.9349539 959.637333
1839.880034 5326.927966 1211.861458 591.1392459 972.4878505
1900.126304 5291.225215 1243.454943 594.4545176 991.1255754
1918.482299 5495.944312 1255.408818 618.7071935 959.9594627
1905.619781 5393.192248 1197.107241 590.6012583 983.1411343
1904.255519 5385.777409 1234.783236 599.7168708 997.9450976
1916.147332 5241.583367 1238.022907 616.0649163 985.9002874
1852.767539 5356.510449 1209.306563 595.8361141 971.456878
1822.242771 5267.423111 1197.642871 591.7378931 963.6709508
1846.81332 5241.891175 1211.94587 590.0764006 978.5122047
1841.361969 5251.138057 1204.026802 589.174915 961.6554437
1864.137088 5325.291332 1194.496562 596.3852028 964.9273317
1890.782676 5399.302862 1213.992305 599.1731837 983.7512854
1852.266351 5341.13008 1219.813498 596.2284262 960.0053522
1899.498574 5457.506264 1246.584373 591.6217225 988.8102921
1874.893765 5332.399264 1223.670891 592.6707355 977.5826101
1886.113354 5458.733908 1240.201392 602.000177 975.6310591
1847.602802 5257.46839 1211.293125 592.2123034 960.1875145
1830.992377 5268.133448 1198.940382 591.0522265 963.9576814
1827.649493 5240.660016 1197.888406 592.5642846 959.2099376
1818.473706 5253.727502 1199.524245 588.8258454 962.3980049
1893.157632 5319.047455 1213.476286 606.2547763 974.0661414
1905.61341 5493.340376 1254.694108 594.4089097 992.0652265
1857.239846 5266.302672 1218.102412 596.1662155 969.1003475
