400.0778585	142.6348145	125.1093043	15.66173284	196.2213018	2.792634633
395.6255698	141.5600809	126.3088119	15.60072872	199.8395275	2.817071229
422.4609335	144.8934285	126.3278508	15.88689368	200.9928631	2.847215917
360.5800342	142.2132027	125.3889144	15.56567775	196.2729607	2.785557136
398.0553917	141.6455796	127.088154	15.54444725	199.2752769	2.803762339
373.4983305	142.8685967	125.236023	15.69501498	196.5702571	2.783839926
455.7564378	142.5656973	129.0322919	15.66473158	197.376031	2.783967582
376.0966442	142.6184317	125.6011301	15.56650393	196.9512821	2.809850666
450.2807991	145.0440707	130.6852384	16.11955785	202.2123042	2.908169131
472.3637732	149.2467117	126.6206174	15.65903254	198.0783642	2.802133852
393.9336734	142.5034365	125.4508676	15.73949241	196.9697539	2.830035034
379.8242018	143.7453808	125.8773285	15.72603149	196.3854196	2.796341261
342.2610646	141.5039226	125.0033185	15.52167779	195.4064423	2.780183907
378.1647947	143.4560119	126.0212381	15.72560451	197.6354566	2.822862147
441.9421859	143.4651888	127.0986597	15.82947958	202.114783	2.800284274
366.9214035	142.598935	125.581746	15.59474112	196.7760597	2.803426589
464.6999866	148.2677944	129.5590704	15.914632		197.9972718	2.802556766
401.9230663	144.115385	127.1957303	15.85888821	199.4264954	2.828334553
393.4756362	144.3367491	127.7778768	15.72535853	198.2520651	2.798336739
412.8460059	143.0286469	126.5539917	15.88059983	198.6563428	2.789991722
428.0654376	141.5802863	128.4769624	15.6517708	196.766377	2.790031935
373.3054906	142.0811758	125.2065508	15.54674354	196.3928317	2.80176195
435.7716002	145.2388854	128.5831098	15.584278		197.9365208	2.817083616
365.6448691	142.5769077	125.503206	15.58334098	195.8674161	2.801088591
431.622315	146.7372931	128.3586227	15.90217282	201.4912499	2.877158988
479.874628	142.5054651	130.2731967	15.6618403	205.2844842	2.903738453
424.3176723	143.7142087	127.6682181	15.63254781	196.0976548	2.81011934
447.7352481	148.1352923	129.5349208	15.82349107	198.0240114	2.79774466
370.1255056	141.7771175	125.1485214	15.57722004	197.3213688	2.8126866
372.7210887	143.0528475	125.6821883	15.54690368	197.9388651	2.786890164
367.2176825	142.2620983	125.0948333	15.60797035	197.1712431	2.8042463
379.6105087	142.0252484	125.5481233	15.71330759	196.8924828	2.792726374
470.6098485	145.0688189	125.4375582	15.66489807	200.325578	2.833313336
462.4642372	146.1053126	125.0830149	15.76460523	204.2420584	2.882547112
397.5297903	142.338283	126.6930141	15.68151432	199.1294935	2.826197648
450.5681898	141.5710115	127.4967206	16.04980963	198.5962786	2.793358799
396.6156517	143.3859072	125.411818	15.65753015	196.0049151	2.792234433
434.8644304	143.795463	126.2851521	15.6922851	198.4626724	2.845257473
432.0988783	144.6210737	125.2276749	16.01383784	196.0230539	2.794178969
411.3926409	144.4037578	125.1791609	15.57592009	199.971893	2.8314532
397.4258119	143.2194008	127.7339391	15.57369308	198.7331989	2.843947527
450.0253721	142.5579697	126.2298063	16.05982676	197.1767591	2.887934308
437.960394	143.2808884	129.206727	15.80163818	198.9154689	2.869664245
391.5031879	143.9405787	125.04083		15.78361967	197.8658291	2.780168395
481.7095785	149.0708536	127.0893567	16.33531496	197.0004691	2.898624622
350.058205	142.0294269	125.0136317	15.55046704	195.8565407	2.785523498
482.1351959	150.3495187	129.9755978	16.1493987	196.5597418	2.900817345
448.8894276	145.2471083	128.6207011	15.85464412	201.0209925	2.845628848
409.4539469	143.2889182	126.0047985	15.66468464	197.0178778	2.799317782
465.5971036	142.0179862	126.5618101	15.73391646	200.194439	2.871510179
341.6819941	141.4905815	124.9946375	15.51959482	195.3975254	2.779895845
426.990606	144.0778115	126.9453607	15.98841015	198.145567	2.84143737
429.2631343	145.5277618	129.1292423	16.07456866	196.9763		2.85318206
383.112257	142.7933784	126.2846441	15.64003526	197.9436944	2.816723532
454.3868976	143.9108633	130.2880617	15.84466136	203.5271932	2.829393111
343.3414831	141.5641092	125.0245801	15.52750394	195.4762745	2.781174549
476.9424314	143.6533239	125.2783733	15.74041267	195.8294709	2.902400777
392.898735	144.4647342	126.8190453	15.80216872	197.6405048	2.792006859
352.2135809	141.8336017	125.5269416	15.53000233	196.1934108	2.785487871
407.9167388	144.1273411	125.9633802	15.85451979	196.8639303	2.813305905
446.9018711	146.4626941	127.7213635	15.7913673	197.6701093	2.839864778
403.8070557	141.5452878	127.2647059	15.62008087	199.9713911	2.808401232
426.9314308	145.0142752	129.1874565	15.92675379	200.3783544	2.784655781
402.7800032	142.2482308	125.9297016	15.67304714	196.9442438	2.843467798
380.2207155	142.4511836	125.1527923	15.54605466	196.1442345	2.80764628
394.1689248	141.8488815	127.7652875	15.69169854	195.7889797	2.788386806
461.7266257	148.12797		125.8924718	16.04279625	196.7416537	2.78477489
464.4792995	146.7273676	127.8810527	16.08117236	199.7085242	2.908631566
459.4635971	143.3328318	125.4804638	15.98731588	200.7171298	2.919375098
397.1586764	143.7634355	125.3716495	15.72006657	196.4496802	2.795332078
475.1690374	147.8632638	132.1560279	15.86504272	201.0504138	2.790696506
409.8333564	144.5191688	125.8613485	15.83254602	199.983959	2.812359808
351.1120348	141.6839028	125.1393932	15.57367389	195.9135695	2.782788061
358.2749263	142.326233	125.6867803	15.58953919	196.4578898	2.782802661
451.9838736	145.0895132	129.6987935	15.58798263	203.6406259	2.834568486
449.2992797	144.1696192	129.8406012	15.59980311	202.425279	2.899883809
374.4161527	142.1646197	126.3315664	15.66623396	196.5723249	2.795783695
423.86232		145.9657326	129.1337652	15.88694664	200.2185199	2.809657714
357.6882225	142.1518946	125.1979328	15.61224856	196.5464336	2.798978918
363.5117994	142.3494915	125.7738665	15.63576533	196.0329753	2.78974049
384.7915334	141.5170226	125.3038191	15.73546736	197.5117269	2.818958869
454.215927	142.4955378	126.405763	15.8148174	203.4762235	2.914751486
481.778829	149.7390494	127.7844907	16.4238885	200.6031908	2.847718423
375.6059157	143.4343788	125.6920221	15.73316047	196.1979954	2.801307374
405.9204434	142.6457611	125.6957442	15.91328777	198.5862963	2.793437355
464.5509311	145.6999107	126.0214652	15.67325698	204.8478511	2.869949011
407.8583789	141.7220141	126.5845628	15.73118652	200.3719928	2.780705967
477.7002343	143.4284321	128.4737814	15.74903976	202.8501453	2.947677775
463.9246879	146.9616608	126.4299671	16.17538525	196.9892457	2.910602239
407.6698313	145.706091	125.3753305	15.5310619	196.3478284	2.791660213
459.3749055	148.9309567	129.2783335	15.65575744	204.0382357	2.875683078
372.0550344	142.1463793	125.9984648	15.5860112	196.3330989	2.804246995
370.017324	142.7082015	125.7031366	15.67067385	196.5269361	2.780620346
345.6612227	141.5144513	125.0684448	15.52053881	195.4539634	2.780144017
366.9303501	142.5914192	125.3523598	15.54950912	196.2231622	2.798835114
367.5061603	141.8975327	126.0086731	15.60107702	195.5506962	2.780500006
420.2227182	144.133472	127.7039744	16.02753262	198.1590596	2.817679355
376.1600435	142.7405034	125.1959687	15.56456227	197.8753275	2.821264748
363.8127029	142.4946607	125.7131944	15.54645102	196.9688743	2.797607685
443.6325767	144.9574762	128.9376347	15.88553033	203.3953513	2.866245103
